category,mongodb_category,sub_category,mongodb_sub_category,sku,parentSku,bulk,mongodb_bulk,variant_name,mongodb_variant_name,displayName,mongodb_displayName,grossWeight,mongodb_grossWeight,netWeight,mongodb_netWeight,itemQty,mongodb_itemQty
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6918,K-6918,BK-475,BK-475,5 Ltr x 1,5 Ltr x 1,Boost (Propiconazole 25 % EC) 5 Ltr x 1,Katyayani Boost (Propiconazole 25 % EC) 5 Ltr x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6893,K-5142,BK-486,BK-486,1 kg x 2,1 kg x 2,Trichoderma Viride Bio Fungicide Powder  1 kg x 2,Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 2,2.2,2.2,2,2,2,2
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-420,K-420,BK-468,BK-468,1 Ltr x 1,1 Ltr x 1,BT Bio Larvicide liquid 1 Ltr x 1,Katyayani BT Bio Larvicide liquid 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1181,K-1181,BK-43,BK-43,100gm x 1,100gm x 1,PROPI - Propineb 70% WP 100gm x 1,Katyayani PROPI - Propineb 70% WP 100gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6414,K-6414,BK-996,BK-996,25 ltr x 1,25 ltr x 1,Trichoderma harzianum 25 ltr x 1,Katyayani Trichoderma harzianum 25 ltr x 1,27.5,27.5,25,25,1,1
Seeds,Seeds,Seeds,Seeds,G-687,G-687,BK-159,BK-159,1 gm x 1,1 gm x 1,Dahlia Seeds (1 gm) 1 gm x 1,Katyayani Dahlia Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-142,K-142,BK-5830,BK-5830,1 Ltr x 1,1 Ltr x 1,Bhannat Biostimulant 1 Ltr x 1,Katyayani Bhannaat Biostimulant 1 Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-74,K-73,BK-994,BK-994,1 Ltr x 3,1 Ltr x 3,Azotobacter spp 1 Ltr x 3,Katyayani Azotobacter spp 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1382,K-1380,BK-528,BK-528,250ml x 4,250ml x 4,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 4,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6619,K-5687,BK-499,BK-499,50ml x 2,50ml x 2,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 2,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 2,0.11,0.11,0.1,0.1,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-79,K-77,BK-652,BK-652,1 Ltr x 5,1 Ltr x 5,Azospirillum spp 1 Ltr x 5,Katyayani Azospirillum spp 1 Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-491,K-489,BK-472,BK-472,250ml x 4,250ml x 4,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5476,K-5476,BK-44,BK-44,500 gm x 1,500 gm x 1,kzeb (Mancozeb 75% WP) 500 gm x 1,Katyayani kzeb (Mancozeb 75% WP) 500 gm x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6700,K-6700,BK-03,BK-03,1 Kg x 1,1 Kg x 1,dismiss (Dimethomorph 50% WP) 1 Kg x 1,Katyayani dismiss (Dimethomorph 50% WP) 1 Kg x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-85,K-85,BK-790,BK-790,1 Ltr x 1,1 Ltr x 1,Phosphate Solubilizing Bacteria 1 Ltr x 1,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-78,K-77,BK-652,BK-652,1 Ltr x 3,1 Ltr x 3,Azospirillum spp 1 Ltr x 3,Katyayani Azospirillum spp 1 Ltr x 3,3.3,3.3,3,3,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5567,K-5567,BK-542,BK-542,100gm x 1,100gm x 1,K-RAJA (MYCORRIZA) 100gm x 1,Katyayani K-RAJA (MYCORRIZA) 100gm x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-516,K-515,BK-143,BK-143,400ml x 2,400ml x 2,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 2,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 2,0.88,0.88,0.8,0.8,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6385,K-6385,BK-467,BK-467,50 gm x 1,50 gm x 1,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 50 gm x 1,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 50 gm x 1,0.055,0.055,0.05,0.05,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5552,K-5552,BK-469,BK-469,1KG x 1,1KG x 1,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-92,K-89,BK-918,BK-918,1 Ltr x 10,1 Ltr x 10,Potash Mobilizing Bacteria 1 Ltr x 10,Katyayani Potash Mobilizing Bacteria 1 Ltr x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-256,K-256,BK-862,BK-862,1 Ltr x 1,1 Ltr x 1,Triple Attack - VBM 1 Ltr x 1,Katyayani Triple Attack - VBM 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-532,K-527,BK-43,BK-43,800gm x 50,800gm x 50,PROPI - Propineb 70% WP 800gm x 50,Katyayani PROPI - Propineb 70% WP 800gm x 50,44,44,40,40,50,50
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-83,K-81,BK-911,BK-911,1 Ltr x 5,1 Ltr x 5,Acetobacter spp 1 Ltr x 5,Katyayani Acetobacter spp 1 Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6921,K-6921,BK-482,BK-482,100 ml x 1,100 ml x 1,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 100 ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5687,K-5687,BK-499,BK-499,50ml x 1,50ml x 1,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 1,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 1,0.055,0.055,0.05,0.05,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-565,K-561,BK-44,BK-44,800gm x 25,800gm x 25,kzeb (Mancozeb 75% WP) 800gm x 25,Katyayani kzeb (Mancozeb 75% WP) 800gm x 25,22,22,20,20,25,25
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-106,K-105,BK-860,BK-860,1 Ltr x 3,1 Ltr x 3,Liquid Consortia - Bio NPK 1 Ltr x 3,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 3,3.3,3.3,3,3,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5678,K-5676,BK-480,BK-480,1Ltr x 5,1Ltr x 5,Calcium Solubilizing bacteria 1Ltr x 5,Katyayani Calcium Solubilizing bacteria 1Ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5178,K-5178,BK-467,BK-467,400 gm X 1,400 gm X 1,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 400 gm X 1,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 400 gm X 1,0.44,0.44,0.4,0.4,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-550,K-547,BK-467,BK-467,500 gm x 10,500 gm x 10,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 10,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 10,5.5,5.5,5,5,10,10
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-105,K-105,BK-860,BK-860,1 Ltr x 1,1 Ltr x 1,Liquid Consortia - Bio NPK 1 Ltr x 1,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-466,K-466,BK-817,BK-817,1 ltr x 1,1 ltr x 1,Ampelomyces quisqualis 1 ltr x 1,Katyayani Ampelomyces quisqualis 1 ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-6595,K-6595,BK-5830,BK-5830,500ml x 1,500ml x 1,Bhannat Biostimulant 500ml x 1,Katyayani Bhannat Biostimulant 500ml x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1207,K-508,BK-473,BK-473,250ml x 2,250ml x 2,Difenoconazole 25% EC - CONCOR 250ml x 2,Katyayani Concor 250ml x 2,0.55,0.55,0.5,0.5,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-543,K-541,BK-45,BK-45,800gm x 5,800gm x 5,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 5,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 5,4.4,4.4,4,4,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-10514,K-501,BK-482,BK-482,250ml x 2,250ml x 2,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2,0.55,0.55,0.5,0.5,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-525,K-525,BK-852,BK-852,10 Ltr x 1,10 Ltr x 1,Defender CS 10 Ltr x 1,Katyayani Defender CS 10 Ltr x 1,11,11,10,10,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6219,K-6219,BK-472,BK-472,1 ltr x 1,1 ltr x 1,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5752,K-5752,BK-44,BK-44,250 gm x 1,250 gm x 1,kzeb (Mancozeb 75% WP) 250 gm x 1,Katyayani kzeb (Mancozeb 75% WP) 250 gm x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-510,K-508,BK-473,BK-473,250ml x 4,250ml x 4,Difenoconazole 25% EC - CONCOR 250ml x 4,Katyayani Concor 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5327,K-5327,BK-874,BK-874,1kg x 1,1kg x 1,SULVET - sulphur 80% wdg 1kg x 1,Katyayani SULVET - sulphur 80% wdg 1kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6405,K-6405,BK-46,BK-46,10 KG X 1,10 KG X 1,COC (Copper Oxychloride 50% WP) 10 KG X 1,Katyayani COC (Copper Oxychloride 50% WP) 10 KG X 1,11,11,10,10,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-421,K-420,BK-468,BK-468,1 Ltr x 3,1 Ltr x 3,BT Bio Larvicide liquid 1 Ltr x 3,Katyayani BT Bio Larvicide liquid 1 Ltr x 3,3.3,3.3,3,3,3,3
Seeds,Seeds,Seeds,Seeds,G-666,G-666,BK-325,BK-325,1 gm x 1,1 gm x 1,Gliricidia Sepium Seeds  Vegetable seeds 1 gm x 1,Katyayani Gliricidia Sepium Seeds Vegetable seeds 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6748,K-6748,BK-651,BK-651,25 Ltr x 1,25 Ltr x 1,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 25 Ltr x 1,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 25 Ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5889,K-1181,BK-43,BK-43,100gm x 3,100gm x 3,PROPI - Propineb 70% WP 100gm x 3,Katyayani PROPI - Propineb 70% WP 100gm x 3,0.33,0.33,0.3,0.3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-488,K-6170,BK-874,BK-874,5 Kg x 20,5 Kg x 20,SULVET - sulphur 80% wdg 5 Kg x 20,Katyayani SULVET - sulphur 80% wdg 5 Kg x 20,110,110,100,100,20,20
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5154,K-5151,BK-487,BK-487,1 kg x 10,1 kg x 10,Trichoderma Harzianum Bio Fungicide Powder  1 kg x 10,Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5161,K-5159,BK-468,BK-468,1 kg x 5,1 kg x 5,BT Bio Larvicide Powder 1 kg x 5,Katyayani BT Bio Larvicide Powder 1 kg x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6806,K-6805,BK-475,BK-475,100ml x 2,100ml x 2,Boost (Propiconazole 25 % EC) 100ml x 2,Katyayani Boost (Propiconazole 25 % EC) 100ml x 2,0.22,0.22,0.2,0.2,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1339,K-1338,BK-527,BK-527,250gm x 2,250gm x 2,Chlorothalonil 75% wp 250gm x 2,Katyayani Chlorothalonil 75% wp 250gm x 2,0.55,0.55,0.5,0.5,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1338,K-1338,BK-527,BK-527,250gm x 1,250gm x 1,Chlorothalonil 75% wp 250gm x 1,Katyayani Chlorothalonil 75% wp 250gm x 1,0.275,0.275,0.25,0.25,1,1
Seeds,Seeds,Seeds,Seeds,G-702,G-702,BK-559,BK-559,1 gm x 1,1 gm x 1,Aster Mix Seeds (1 gm) 1 gm x 1,Katyayani Aster Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6990,K-6990,BK-863,BK-863,5 Ltr x 1,5 Ltr x 1,VAM (Vesicular Arbuscular Mycorrhiza) 5 Ltr x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 5 Ltr x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6421,K-6421,BK-546,BK-546,25 ltr x 1,25 ltr x 1,Trichoderma viride 25 ltr x 1,Katyayani Trichoderma viride 25 ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-567,K-567,BK-46,BK-46,250gm x 1,250gm x 1,COC (Copper Oxychloride 50% WP) 250gm x 1,Katyayani COC (Copper Oxychloride 50% WP) 250gm x 1,0.275,0.275,0.25,0.25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5626,K-5626,BK-540,BK-540,1KG x 1,1KG x 1,TRIPLE ATTACK WP - VBM 1KG x 1,Katyayani TRIPLE ATTACK WP - VBM 1KG x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-506,K-501,BK-482,BK-482,250ml x 20,250ml x 20,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,5.5,5.5,5,5,20,20
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6746,K-6746,BK-869,BK-869,25 Ltr x 1,25 Ltr x 1,Beauveria Bassiana 25 Ltr x 1,Katyayani Beauveria Bassiana 25 Ltr x 1,27.5,27.5,25,25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5158,K-5155,BK-650,BK-650,1 kg x 10,1 kg x 10,Beauveria Bassiana Bio Insecticide Powder 1 kg x 10,Katyayani Beauveria Bassiana Bio Insecticide Powder 1 kg x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6160,K-6159,BK-995,BK-995,1Ltr x 3,1Ltr x 3,Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 3,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6038,K-6038,BK-867,BK-867,5ltr x 1,5ltr x 1,Pseudomonas fluorescence 5ltr x 1,Katyayani Pseudomonas fluorescence 5ltr x 1,5.5,5.5,5,5,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6568,K-5626,BK-540,BK-540,1KG x 2,1KG x 2,TRIPLE ATTACK WP - VBM 1KG x 2,Katyayani TRIPLE ATTACK WP - VBM 1KG x 2,2.2,2.2,2,2,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-73,K-73,BK-994,BK-994,1 Ltr x 1,1 Ltr x 1,Azotobacter spp 1 Ltr x 1,Katyayani Azotobacter spp 1 Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-6407,K-141,BK-5830,BK-5830,250ml x 2,250ml x 2,Bhannat Biostimulant 250ml x 2,Katyayani Bhannat Biostimulant 250ml x 2,0.55,0.55,0.5,0.5,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5083,K-560,BK-44,BK-44,400gm x 39,400gm x 39,kzeb (Mancozeb 75% WP) 400gm x 39,Katyayani kzeb (Mancozeb 75% WP) 400gm x 39,16.5,16.5,15,15,39,39
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5895,K-5895,BK-652,BK-652,25Ltr x 1,25Ltr x 1,Azospirillum spp 25Ltr x 1,Katyayani Azospirillum spp 25Ltr x 1,27.5,27.5,25,25,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5401,K-5401,BK-493,BK-493,1Ltr x 1,1Ltr x 1,BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-96,K-93,BK-998,BK-998,1 Ltr x 10,1 Ltr x 10,Zinc Solubiilizing Bacteria 1 Ltr x 10,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 10,11,11,10,10,10,10
other Products,other Products,Other Product,Other Product,G-759,G-759,BK-614,BK-614,453 Gm x 1,453 gm  x1,Polyvinaile pyrrolidine 453 Gm x 1,Polyvinaile pyrrolidine453 gm x1,0.453,0.453,0.453,0.453,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5144,K-5142,BK-486,BK-486,1 kg x 5,1 kg x 5,Trichoderma Viride Bio Fungicide Powder  1 kg x 5,Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-500,K-495,BK-60,BK-60,250ml x 20,250ml x 20,Azoxy (Azoxystrobin 23 % sc) 250ml x 20,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1342,K-1338,BK-527,BK-527,250gm x 12,250gm x 12,Chlorothalonil 75% wp 250gm x 12,Katyayani Chlorothalonil 75% wp 250gm x 12,3.3,3.3,3,3,12,12
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-501,K-501,BK-482,BK-482,250ml x 1,250ml x 1,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6273,K-6273,BK-144,BK-144,100 gm x 1,100 gm x 1,Meta-manco 100 gm x 1,Katyayani Meta-manco 100 gm x 1,0.11,0.11,0.1,0.1,1,1
other Products,other Products,Other Product,Other Product,G-758,G-758,BK-611,BK-611,2.5kg x 1,2.5kg  x1,Glucose 2.5kg x 1,Glucose2.5kg x1,2.2,2.2,2,2,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6799,K-6219,BK-472,BK-472,1 Ltr  x 10,1 Ltr  x 10,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 1 Ltr  x 10,Katyayani Azoxystrobin 18.2% + Difenoconazole 11.4% SC 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-551,K-547,BK-467,BK-467,500 gm x 20,500 gm x 20,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 20,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 20,11,11,10,10,20,20
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5629,K-5626,BK-540,BK-540,1KG x 10,1KG x 10,TRIPLE ATTACK WP - VBM 1KG x 10,Katyayani TRIPLE ATTACK WP - VBM 1KG x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6747,K-6747,BK-468,BK-468,25 Ltr x 1,25 Ltr x 1,BT Bio Larvicide liquid 25 Ltr x 1,Katyayani BT Bio Larvicide liquid 25 Ltr x 1,27.5,27.5,25,25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5163,K-5163,BK-859,BK-859,1 kg x 1,1 kg x 1 ,Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 1,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 1 ,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-82,K-81,BK-911,BK-911,1 Ltr x 3,1 Ltr x 3,Acetobacter spp 1 Ltr x 3,Katyayani Acetobacter spp 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-470,K-470,BK-867,BK-867,1 ltr x 1,1 ltr x 1,Pseudomonas fluorescence 1 ltr x 1,Katyayani Pseudomonas fluorescence 1 ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6216,K-6216,BK-482,BK-482,1ltr x 1,1ltr x 1,Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 1ltr x 1,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 1ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5679,K-5676,BK-480,BK-480,1Ltr x 10,1Ltr x 10,Calcium Solubilizing bacteria 1Ltr x 10,Katyayani Calcium Solubilizing bacteria 1Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-5147,K-5146,BK-553,BK-553,1 kg x 3,1 kg x 3,Paecilomyces Lilacinus Bio Powder 1 kg x 3,Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 3,3.3,3.3,3,3,3,3
other Products,other Products,Other Product,Other Product,G-751,G-751,BK-601,BK-601,250gm x 1,250gm  x1,Mulethi powder (Black) 250gm x 1,Mulethi powder (Black)250gm x1,0.25,0.25,0.25,0.25,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-112,K-109,BK-863,BK-863,1 Ltr x 10,1 Ltr x 10,VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 10,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-253,K-252,BK-992,BK-992,1 Ltr x 3,1 Ltr x 3,Metarhizium anisopliae 1 Ltr x 3,Katyayani Metarhizium anisopliae 1 Ltr x 3,3.3,3.3,3,3,3,3
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-5012,K-5012,BK-5830,BK-5830,5 ltr x 1,5 ltr x 1,Bhannat Biostimulant 5 ltr x 1,Katyayani Bhannat Biostimulant 5 ltr x 1,5.5,5.5,5,5,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6909,K-6909,BK-526,BK-526,100 gm x 1,100 gm x 1,Bio Npk consortia powder 100 gm x 1,Katyayani Bio Npk consortia powder 100 gm x 1,0.11,0.11,0.1,0.1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-104,K-101,BK-903,BK-903,1 Ltr x 10,1 Ltr x 10,compost activator 1 Ltr x 10,Katyayani compost activator 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5813,K-5810,BK-06,BK-06,470g x 10,470g x 10,Copper Sulphate 470g x 10,Katyayani Copper Sulphate 470g x 10,5.17,5.17,4.7,4.7,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6499,K-6499,BK-467,BK-467,100 gm x 1,100 gm x 1,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 100 gm x 1,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 100 gm x 1,0.11,0.11,0.1,0.1,1,1
Seeds,Seeds,Seeds,Seeds,G-690,G-690,BK-175,BK-175,1 gm x 1,1 gm x 1,Mesembryanthemum Mix Seeds (1 gm) 1 gm x 1,Katyayani Mesembryanthemum Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Seeds,Seeds,Seeds,Seeds,G-696,G-696,BK-168,BK-168,1 gm x 1,1 gm x 1,Salvia Blue Seeds (1 gm) 1 gm x 1,Katyayani Salvia Blue Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
