"displayName","sku","parentSku","itemQty","grossWeight","is_parent"
"Katyayani antirrhinum _flowering seeds 231mg x 3","G-629","G-567",3,0.0007623,false
"Katyayani lettuce romaine (long)_Vegetable seeds 60mg x 5","G-634","G-579",5,0.00033,false
"Katyayani arugula (rocket leaves)_Herb seeds 500mg x 3","G-643","G-599",3,0.00165,false
"Katyayani parsley curled _Herb seeds 571mg x 3","G-644","G-600",3,0.0018843,false
"Katyayani alfalfa (lucerne grass)_Trees and grass seeds 250gm x 10","G-648","G-607",10,2.5,false
"Katyayani Sweet Pea Royal Mix Seeds flowering seeds 10.8 gm x 2","G-671","G-653",2,0.0108,false
"Katyayani Bottlegourd Seeds (Long)_Vegitable Seed 1.5 gm x 2","G-672","G-656",2,0.0015,false
"Katyayani Tulsi Seeds (Holy Basil)_Herb seeds 700 mg x 3","G-675","G-669",3,0.00077,false
"Katyayani Kelp Powder 120 gm (4 oz) x 2","G-709","G-421",2,0.24,false
"Katyayani Turmeric Powder 397 gm (14oz) x 2","G-710","G-417",2,0.794,false
"Katyayani Bentonite Clay Powder 113 gm ( 4oz) x 3","G-711","G-412",3,0.339,false
"Katyayani Phenoxyethanol 118 ml x 2","G-712","G-406",2,0.236,false
"Katyayani Disodium EDTA 85 gm (3 oz) x 2","G-713","G-402",2,0.17,false
"Katyayani Propylene Glycol 250 ml x 3","G-714","G-368",3,0.75,false
"Katyayani Acetone 473 ml x 3","G-717","G-424",3,1.419,false
"Katyayani Red Round Radish Seeds Vegetable seeds 2 gm x 3","G-723","G-659",3,0.006,false
"Katyayani Amaranth Seeds (Chawli Bhaji) Vegetable seeds 450 mg x 3","G-725","G-662",3,0.001485,false
"Katyayani star phlox mix _flowering seeds 346 mg x 3","G-729","G-556",3,0.0011418,false
"Katyayani sweetcorn _Vegetable seeds 4 gm x 2","G-734","G-589",2,0.008,false
"Katyayani lettuce lollo rosso _Vegetable seeds 833 mg x 2","G-735","G-590",2,0.0018326,false
"Katyayani black brinjal (long)_Vegetable seeds 769 mg x 2","G-736","G-591",2,0.0016918,false
"Katyayani white cucumber (khira)_Vegetable seeds 93 mg x 3","G-739","G-595",3,0.0003069,false
"Katyayani Beetroot Seeds_Microgreen Seeds 450 mg x 3","G-741","G-665",3,0.001485,false
"Katyayani lupins _flowering seeds 12.5gm x 3","G-618","G-554",3,0.0375,false
"Katyayani rudbeckia _flowering seeds 1.31gm x 3","G-626","G-564",3,0.00393,false
"Katyayani sweet william mixed _flowering seeds 357mg x 3","G-628","G-566",3,0.0011781,false
"Katyayani bittergourd (green long)_Vegetable seeds 20gm x 10","G-636","G-582",10,0.2,false
"Katyayani cauliflower _Vegetable seeds 3.6gm x 3","G-637","G-583",3,0.0108,false
"Katyayani desi carrot (long)_Vegetable seeds 8.4gm x 5","G-640","G-586",5,0.042,false
"Katyayani lettuce black rose _Vegetable seeds 11gm x 10","G-647","G-604",10,0.11,false
"Katyayani Acetone 473 ml x 2","G-707","G-424",2,0.946,false
"Katyayani Potato Starch 595 gm (21 oz) x 2","G-716","G-353",2,1.19,false
"Katyayani Red Onion Seeds Vegetable seeds 750 mg x 3","G-724","G-661",3,0.002475,false
"Katyayani balsom mix - camella_flowering seeds 1 gm x 3","G-728","G-548",3,0.003,false
"Katyayani tomato pkm-1_Vegetable seeds 278 mg x 3","G-730","G-569",3,0.0009174,false
"Katyayani coriander _Vegetable seeds 1.625 gm x 5","G-731","G-572",5,0.008125,false
"Katyayani bhindi, okra (lady finger)_Vegetable seeds 30gm x 3","G-732","G-573",3,0.09,false
"Katyayani watermelon dark green_Fruit seeds 1.2 gm x 4","G-743","G-602",4,0.0048,false
"Katyayani corn flower mix _flowering seeds 18.18gm x 3","G-619","G-557",3,0.05454,false
"Katyayani celosia cristata _Flowering seeds 100mg x 3","G-622","G-560",3,0.00033,false
"Katyayani phlox beauty mix _flowering seeds 200mg x 3","G-627","G-565",3,0.00066,false
"Katyayani lettuce iceberg (round)_Vegetable seeds 1gm x 3","G-631","G-575",3,0.003,false
"Katyayani drumstick (moringa)_Vegetable seeds 1gm x 10","G-639","G-585",10,0.01,false
"Katyayani black brinjal (round)_Vegetable seeds 0.5gm x 10","G-642","G-588",10,0.005,false
"Katyayani papaya _Fruit seeds 1.61gm x 3","G-645","G-601",3,0.00483,false
"Katyayani cantaloupe (muskmelon)_Fruit seeds 270mg x 3","G-646","G-603",3,0.000891,false
"Katyayani Thick - It 284 gm ( 10 oz) x 2","G-715","G-360",2,0.568,false
"Katyayani Salvia SPLENDENS Red Seeds flowering seeds 210 mg x 2","G-720","G-652",2,0.000462,false
"Katyayani Amaranthus Mix Seeds_Flowering Seed 30 mg x 3","G-722","G-655",3,0.000099,false
"Katyayani Gliricidia Sepium Seeds Vegetable seeds 1 gm x 2","G-727","G-666",2,0.002,false
"Katyayani chinese cabbage _Vegetable seeds 652 mg x 3","G-737","G-592",3,0.0021516,false
"Katyayani red pumpkin _Vegetable seeds 1 gm x 3","G-738","G-593",3,0.003,false
"Trichoderma viride 5 Litre  (5 ltr x 1)","K-7194","K-7194",1,5.5,false
"Anti Bacterial Kit (Kmycin 6gm x 2 + COC 50 450gm x1) 1 Pack x 1","K-5561, K-568","K-7083",,0.5,false
"K-Cyper10 (Cypermethrin 10% EC) 50 ltr (50 ltr x 1)","K-7206","K-7206",1,55,false
"TwinGuard FS | Cyantraniliprole 19.8% + Thiamethoxam 19.8% w/w FS 32 ML x 50","K-7097","K-7388",50,1.76,true
"EMARON | Emamectin 5% + Lufenuron 40% WG 30 GM x 5","K-7109","K-7107",5,0.165,false
"CHAKRYAAN | Chlorantraniliprole 8.8% + Thiamethoxam 17.5% w/w SC 100 ML x 50","K-7112","K-7389",50,5.5,true
"YieldBor | Boron 10% sc 250 ML x 5","K-7144","K-7142",5,1.375,false
"YieldBor | Boron 10% sc 5 L x 1","K-7151","K-7151",1,5.5,false
"CALSOL + | Calcium 11% sc 5OO ML x 5","K-7162","K-7160",5,2.75,false
"CALSOL + | Calcium 11% sc 1 L x 1","K-7163","K-7163",1,1.1,false
"HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG 500 GM x 50","K-7173","K-7400",50,27.5,true
"HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG 1 KG x 50","K-7175","K-7401",50,55,true
"FIXTYL | Fluazifop-p-butyl 13.4 %EC 500 ML x 3","K-7178","K-7177",3,1.65,false
"FIXTYL | Fluazifop-p-butyl 13.4 %EC 1 L x 3","K-7181","K-7180",3,3.3,false
"chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250ML x 8","K-7068","K-6272",8,2.2,false
"Difenshoot | Diafenthiuron 47.8% SC 250 ML x 50","K-7121","K-7390",50,13.75,true
"Difenshoot | Diafenthiuron 47.8% SC 250 ML x 100","K-7122","K-7121",100,27.5,false
"SOIL PRIME | Fluopyram 34.48 % w/w SC 100 ML x 50","K-7131","K-7394",50,5.5,true
"SOIL PRIME | Fluopyram 34.48 % w/w SC 100 ML x 100","K-7132","K-7131",100,11,false
"SOIL PRIME | Fluopyram 34.48 % w/w SC 250 ML x 50","K-7133","K-7395",50,13.75,true
"YieldBor | Boron 10% sc 250 ML x 1","K-7142","K-7142",1,0.275,false
"CALSOL + | Calcium 11% sc 5OO ML x 1","K-7160","K-7160",1,0.55,false
"CALSOL + | Calcium 11% sc 5 L x 1","K-7166","K-7166",1,5.5,false
"CALSOL + | Calcium 11% sc 5 L x 3","K-7167","K-7166",3,16.5,false
"AZOZEB + | Azoxystrobin 11.5% + Mancozeb 30% WP 600 GM x 3","K-7087","K-7086",3,1.98,false
"WOOD AEGIS | Chlorpyriphos 2% RTU 1 L x 50","K-7089","K-7387",50,55,true
"PYRACLORAM | Pyraclostrobin 5% + Metiram 55% WG 600 GM x 3","K-7115","K-7114",3,1.98,false
"PYRACLORAM | Pyraclostrobin 5% + Metiram 55% WG 600 GM x 5","K-7116","K-7114",5,3.3,false
"SuperStin | CARBENDAZIM 50% WP 100 GM x 50","K-7169","K-7398",50,5.5,true
"SuperStin | CARBENDAZIM 50% WP 250 GM x 50","K-7171","K-7399",50,13.75,true
"HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG 500 GM x 100","K-7174","K-7173",100,55,false
"MightyMaze | Topramezone 336 g/l w/v SC 30 ML x 5","K-7096","K-7094",5,0.15,false
"WEED PYRO | Pyroxasulfone 85% WG 60 GM x 3","K-7127","K-7126",3,0.18,false
"FIXTYL | Fluazifop-p-butyl 13.4 %EC 500 ML x 1","K-7177","K-7177",1,0.5,false
"FIXTYL | Fluazifop-p-butyl 13.4 %EC 500 ML x 5","K-7179","K-7177",5,2.75,false
"Organic Cocopeat 5 KG  (5KG x 1)","K-7277","K-7277",1,5.5,false
"Katyayani statice mix _flowering seeds 233mg x 5","G-621","G-559",5,0.0012815,false
"Katyayani coreopsis _flowering seeds 833mg x 3","G-623","G-561",3,0.0027489,false
"Katyayani pansy swiss giant mix _flowering seeds 100mg x 3","G-625","G-563",3,0.00033,false
"Katyayani spinach _Vegetable seeds 8.4gm x 3","G-630","G-570",3,0.0252,false
"Katyayani beetroot _Vegetable seeds 5gm x 3","G-632","G-576",3,0.015,false
"Katyayani fenugreek (methi)_Vegetable seeds 250gm x 2","G-633","G-577",2,0.5,false
"Katyayani green onion (leek)_Vegetable seeds 20gm x 10","G-635","G-581",10,0.2,false
"Katyayani carrot nantes (improved)_Vegetable seeds 10gm x 3","G-638","G-584",3,0.03,false
"Katyayani cherry tomatoes (yellow)_Vegetable seeds 114mg x 3","G-641","G-587",3,0.0003762,false
"Katyayani Red Amaranthus Seeds (Red Math) Vegetable seeds 60 mg x 2","G-673","G-657",2,0.000066,false
"Katyayani Beetroot Seeds_Microgreen Seeds 450 mg x 3","G-674","G-665",3,0.000495,false
"Katyayani Dishwasher Detergent 454 gm (1 lb) x 3","G-708","G-423",3,1.362,false
"Katyayani Vitamin C 63 gm (2.2 oz) x 3","G-718","G-398",3,0.189,false
"Katyayani Cosmos sulphureus Seeds flowering seeds 250 mg x 2","G-719","G-649",2,0.00055,false
"Katyayani Gazania NEW DAY WHITE Seeds flowering seeds 400 mg x 2","G-721","G-654",2,0.00088,false
"Katyayani Green Amaranthus Seeds (Green Math) Vegetable seeds 175 mg x 3","G-726","G-663",3,0.0005775,false
"Katyayani Bottlegourd Seeds (Long)_Vegitable Seed 1.5 gm x 2","G-733","G-656",2,0.003,false
"Katyayani spinach (palak)_Microgreen seeds 20 gm x 10","G-740","G-596",10,0.2,false
"Katyayani Tulsi Seeds (Holy Basil)_Herb seeds 700 mg x 4","G-742","G-669",4,0.00308,false
"KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 100 gm  (100 gm x 1)","K-7195","K-7195",1,0.11,false
"CHAKRYAAN | Chlorantraniliprole 8.8% + Thiamethoxam 17.5% w/w SC 100 ML x 100","K-7113","K-7112",100,11,false
"CARTAZEN 10 | Cartap Hydrochloride 50% + Buprofenzin 10% WP 1 KG x 50","K-7129","K-7391",50,55,true
"SOIL PRIME | Fluopyram 34.48 % w/w SC 5OO ML x 50","K-7135","K-7396",50,27.5,true
"YieldBor | Boron 10% sc 100 ML x 5","K-7141","K-7139",5,0.55,false
"YieldBor | Boron 10% sc 250 ML x 3","K-7143","K-7142",3,0.825,false
"YieldBor | Boron 10% sc 5OO ML x 3","K-7146","K-7145",3,1.65,false
"YieldBor | Boron 10% sc 5OO ML x 5","K-7147","K-7145",5,2.75,false
"YieldBor | Boron 10% sc 1 L x 1","K-7148","K-7148",1,1.1,false
"YieldBor | Boron 10% sc 1 L x 5","K-7150","K-7148",5,5.5,false
"CALSOL + | Calcium 11% sc 100 ML x 5","K-7156","K-7154",5,0.55,false
"CALSOL + | Calcium 11% sc 250 ML x 1","K-7157","K-7157",1,0.275,false
"CALSOL + | Calcium 11% sc 250 ML x 3","K-7158","K-7157",3,0.825,false
"CALSOL + | Calcium 11% sc 5OO ML x 3","K-7161","K-7160",3,1.65,false
"CALSOL + | Calcium 11% sc 1 L x 3","K-7164","K-7163",3,3.3,false
"CALSOL + | Calcium 11% sc 5 L x 5","K-7168","K-7166",5,27.5,false
"Azoxy (Azoxystrobin 23 % sc) 250ml x 2","K-7241","K-495",2,0.55,false
"WOOD AEGIS | Chlorpyriphos 2% RTU 1 L x 100","K-7090","K-7089",100,110,false
"MANDUS MID | Mandipropamid 23.4% SC 250 ML x 3","K-7124","K-7123",3,0.825,false
"SuperStin | CARBENDAZIM 50% WP 100 GM x 100","K-7170","K-7169",100,11,false
"PINOX GO | Pinoxaden 5.1% EC 500 ML x 1","K-7091","K-7091",1,0.5,false
"PINOX GO | Pinoxaden 5.1% EC 500 ML x 3","K-7092","K-7091",3,1.65,false
"MightyMaze | Topramezone 336 g/l w/v SC 30 ML x 1","K-7094","K-7094",1,0.03,false
"MightyMaze | Topramezone 336 g/l w/v SC 30 ML x 3","K-7095","K-7094",3,0.09,false
"WEED PYRO | Pyroxasulfone 85% WG 60 GM x 1","K-7126","K-7126",1,0.06,false
"FIXTYL | Fluazifop-p-butyl 13.4 %EC 1 L x 1","K-7180","K-7180",1,1.1,false
"FIXTYL | Fluazifop-p-butyl 13.4 %EC 1 L x 5","K-7182","K-7180",5,5.5,false
"chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250ML x 2","K-7066","K-6272",2,0.55,false
"chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250ML x 4","K-7067","K-6272",4,1.1,false
"TwinGuard FS | Cyantraniliprole 19.8% + Thiamethoxam 19.8% w/w FS 32 ML x 100","K-7098","K-7097",100,3.52,false
"EMARON | Emamectin 5% + Lufenuron 40% WG 30 GM x 3","K-7108","K-7107",3,0.099,false
"LOOFEN | Lufenuron 5.4% SC 250 ML x 100","K-7111","K-7110",100,27.5,false
"CARTAZEN 10 | Cartap Hydrochloride 50% + Buprofenzin 10% WP 1 KG x 100","K-7130","K-7129",100,110,false
"SOIL PRIME | Fluopyram 34.48 % w/w SC 250 ML x 100","K-7134","K-7133",100,27.5,false
"SOIL PRIME | Fluopyram 34.48 % w/w SC 5OO ML x 100","K-7136","K-7135",100,55,false
"SOIL PRIME | Fluopyram 34.48 % w/w SC 1 L x 100","K-7138","K-7137",100,110,false
"Mix micronutrient 100 gm x 3","K-7242","K - 06",3,0.33,false
"YieldBor | Boron 10% sc 100 ML x 1","K-7139","K-7139",1,0.11,false
"YieldBor | Boron 10% sc 100 ML x 3","K-7140","K-7139",3,0.33,false
"YieldBor | Boron 10% sc 5OO ML x 1","K-7145","K-7145",1,0.55,false
"YieldBor | Boron 10% sc 1 L x 3","K-7149","K-7148",3,3.3,false
"YieldBor | Boron 10% sc 5 L x 3","K-7152","K-7151",3,16.5,false
"YieldBor | Boron 10% sc 5 L x 5","K-7153","K-7151",5,27.5,false
"CALSOL + | Calcium 11% sc 100 ML x 1","K-7154","K-7154",1,0.11,false
"CALSOL + | Calcium 11% sc 100 ML x 3","K-7155","K-7154",3,0.33,false
"CALSOL + | Calcium 11% sc 250 ML x 5","K-7159","K-7157",5,1.375,false
"CALSOL + | Calcium 11% sc 1 L x 5","K-7165","K-7163",5,5.5,false
"AZOZOLE MAX | Azoxystrobin 4.8% + Chlorothalonil 40 % SC 600 ML x 100","K-7085","K-7084",,66,false
"AZOZEB + | Azoxystrobin 11.5% + Mancozeb 30% WP 600 GM x 5","K-7088","K-7086",5,3.3,false
"MANDUS MID | Mandipropamid 23.4% SC 250 ML x 5","K-7125","K-7123",5,1.375,false
"SuperStin | CARBENDAZIM 50% WP 250 GM x 100","K-7172","K-7171",100,27.5,false
"HarvestBlue | Copper Sulphate 47.15% + Mancozeb 30% WDG 1 KG x 100","K-7176","K-7175",100,110,false
"PINOX GO | Pinoxaden 5.1% EC 500 ML x 5","K-7093","K-7091",5,2.75,false
"WEED PYRO | Pyroxasulfone 85% WG 60 GM x 5","K-7128","K-7126",5,0.3,false
"Emamectin Benzonatye 1.5% Fipronil 3.5% SC Sipahi 1ltr x 2","K-7284","K-5205",2,2.2,false
"Emamectin Benzonatye 1.5% Fipronil 3.5% SC Sipahi 1ltr x 5","K-7285","K-5205",5,5.5,false
"BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG	100 gm x 1","K-7335","K-7335",1,0.11,
"BPH Super (Pymetrozine 50 % wg)	100 gm x 1","K-7348","K-7348",1,0.11,
"Professor (Ametocitradin 27 + Dimethomorph 20.27 SC)	100 ml x 1","K-7349","K-7349",1,0.11,
"KACIN (abamectin 1.9) 20 ml x 1","K-7350","K-7350",1,0.022,
"Finish it 20 ml x 1","K-7351","K-7351",1,0.022,
"Micro Booster (All Nutrients Mixture) 500 ml x 1","K-7360","K-7360",1,0.55,
"FLUFENZINE 20% SC	1 ltr x 1","K-7361","K-7361",1,1.1,
"Cypermethrin 25% EC	100ml x 1","K-7362","K-7362",1,0.11,
"TwinGuard FS | Cyantraniliprole 19.8% + Thiamethoxam 19.8% w/w FS	1 ltr x 1","K-7367","K-7367",1,1.1,
"BT Bio Insecticide | Bacillus thuringiensis israelensis (Bti) 1 kg x 1","K-7370","K-7370",1,1.1,
"Thioxam -Thiamethoxam 25 % wg	10 gm x 1","K-7374","K-7374",1,0.011,
"METAXEL ( Metalaxyl 35 % ws) 10 gm x 1","K-7375","K-7375",1,0.011,
"Tebuconazole 38.9%	250ml x 1","K-7378","K-7378",1,0.275,
"Chloda (Chlorantraniliprole 9.3% + Lambda cyhalothrin 4.6% ZC)	250 ml x 1","K-7381","K-7381",1,0.275,
"HEXA 5 PLUS (HEXACONAZOLE 5% SC) 5 Ltr x 1","K-7382","K-7382",1,5.5,
"Apocalypse - Dinotefuran 20 % SG 50gm x 1","K-7384","K-7384",1,0.055,
"Potassium phosphonate 5ltr x 1","K-7385","K-7385",1,5.5,
"imida 30.5 - Imidacloprid 30.5 % SC	500ml x 1","K-7406","K-7406",1,0.55,
"DiaceL - Diafenthiuron 50% + Acetamiprid 20% + Lambda cyhalothrin 5% WP	100 gm x 1","K-7407","K-7407",1,0.11,
"BEIM - PRO (Beta-cyfluthrin 30% + Imidacloprid 30% + Fipronil 30% w/w OD )	500ml x 1","K-7408","K-7408",1,0.55,
"BEIM - PRO (Beta-cyfluthrin 30% + Imidacloprid 30% + Fipronil 30% w/w OD ) 100 ml x 1","K-7409","K-7409",1,0.11,
"Beta-Cyfluthrin 8.49% + Imidacloprid 19.81% w/w OD 5 Ltr  x 1","K-7410","K-7410",1,5.5,
"META - SULVET (Sulphur 55.16% SC)	250ml x 1","K-7411","K-7411",1,0.275,
"NUTOX -Deltamethrin 1.25% EC	1 ltr x 1","K-7412","K-7412",1,1.1,
"Ammonium Sulphate Fertiliser	1 kg x 1","K-7436","K-7436",1,1.1,
"FLUFENZINE 20% SC	5 ltr x 1","K-7435","K-7435",1,5.5,
"Calcium Solubilizing bacteria	5 Litre	(5 Ltr x 1)","K-7437","K-7437",1,5.5,
"EMA5 - Emamectin benzoate 5 % SG	5kg x 1","K-7439","K-7439",1,5.5,
"SPINO25 - Spinosad 2.5 % SC	 5 Ltr x 1","K-7441","K-7441",1,5.5,
"FANTASY GOLD (fipronil 18.87% sc)		50ml x 1","K-7440","K-7440",1,0.055,
"VASISHTA (Thiamethoxam 1% + Chlorantraniliprole 0.5%) 	1 kg x 1","K-7442","K-7442",1,1.1,
"POWER CLO 50 (Clothianidin 50 % Wg)	100 gm	(100 gm x 1)","K-7444","K-7444",1,0.11,
"EMA5 - Emamectin benzoate 5 % SG	   2.5 kg	2.5 kg x 1","K-7446","K-7446",1,2.75,
"PROFENOPHOS 50% EC	5 Ltr	5 ltr x 1","K-7448","K-7448",1,5.5,
"Profenofos 50% + Bifenthrin 10% + Tolfenpyrad 15% + Fipronil 3 %	  5 ltr x 1","K-7447","K-7447",1,5.5,
"Thiamethoxam 30% FS - Docter	5 Ltr x 1","K-7458","K-7458",1,5.5,
"Attack CS ( Lambda-Cyhalothrin (4.9%)) 5 Ltr x 1","K-7459","K-7459",1,5.5,
"Verticillium lecanii	5 ltr x 1","K-7502","K-7502",1,5.5,
"Liquid Consortia - Bio NPK 5 Ltr x 1","K-7376","K-7376",1,5.5,
"Bacillus supp 2% AS 5 ltr x 1","K-7377","K-7377",1,5.5,
"Dinotefuran 70% WG	5 kg x 1","K-7503","K-7503",1,5.5,
"Cypermethrin 25% EC	500ml x 1","K-7505","K-7505",1,0.55,
"Ditox - Diflubenzuron 25% WP	25 kg x 1","K-7504","K-7504",1,27.5,
"NPK 12 61 00 250gm x 1","K-7506","K-7506",1,0.275,
"chloropyriphos 20%cs	100ml x 1","K-7508","K-7508",1,0.11,
"Fantasy 292 - Fipronil 2.92% EC	30 ml x 1","K-7509","K-7509",1,0.033,
"AZOZEB + | Azoxystrobin 11.5% + Mancozeb 30% WP	100 gm x 1","K-7507","K-7507",1,0.11,
"Larvicide  Mix	25 ltr x 1","K-7515","K-7515",1,27.5,
"K-Ortho - Orthosilicic Acid (OSA) 2 %","K-7308","K-7003",2,0.55,
"CHAKRYAAN | Chlorantraniliprole 8.8% + Thiamethoxam 17.5% w/w SC 100 ml x  1","K-7389","K-7389",1,0.11,
"Monocrotophos 36% SL	250 ml	250 ml x 1","K-7520","K-7520",1,0.275,
"Monocrotophos 36% SL	500 ml	500 ml x 1","K-7521","K-7521",1,0.55,
"Quinex (Quinalphos 25 % EC)	5 Ltr x 1","K-7522","K-7522",1,5.5,
"Cropmax Trio (carbandizm 10 % + chloropyriphos 10 % +nitobezine 10% GR) 50 Kg x 1","K-7523","K-7523",1,55,
"Difenshoot | Diafenthiuron 47.8% SC	100 ml x1","K-7525","K-7525",1,0.11,
"Paclobutrazol 40% sc 50 ltr x 1","K-7526","K-7526",1,55,
"DIMETHOATE 30% EC - 100 ml x 1","K-7528","K-7528",1,0.11,
"Deltametrin 1.25 % EC	1 ltr x 1","K-7529","K-7529",1,0.11,
"Deltametrin 1.75% EC	1 ltr x 1","K-7530","K-7530",1,0.11,
"Deltametrin 5% EC	1 ltr x 1","K-7531","K-7531",1,0.11,
"Pyron (Pyriproxyfen 5% + Diafenthiuron 25% se) 50 ml x 1","K-7534","K-7534",1,0.06,
"Malathion technical 95%	1 kg  x 1","K-7533","K-7533",1,0.11,
"Amitraz 12.5 % EC	1 ltr x 1","K-7532","K-7532",1,0.11,
"emamectin benzote 1.9% EC - Ema 19	5 Ltr x 1","K-7536","K-7536",1,0.51,
"Validamycin 3% L	5 Liter	5 Ltr x 1","K-7537","K-7537",1,5.5,
"K-Acepro ( Acetamiprid 20% sp ) 5 Kg x 1","K-7386","K-7386",1,5.5,
"Activated neem oil 100ml x 4","K-7510","K-203",4,0.44,
"chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 500ml x 10","K-7371","K-5856",10,5.5,
"chloropyriphos 20%cs 5 Ltr  x 1","K-7405","K-7405",1,5.5,
"FANTASY Fipronil 5 % SC Insecticide 250ml x 5","K-7449","K-344",5,1.375,
"FANTASY Fipronil 5 % SC Insecticide 250ml x 10","K-7450","K-344",10,2.75,
"FANTASY Fipronil 5 % SC Insecticide 500ml x 1","K-7380","K-7380",1,0.55,
"FANTASY Fipronil 5 % SC Insecticide 1 ltr x 3","K-7451","K-6053",3,3.3,
"FANTASY Fipronil 5 % SC Insecticide 1 ltr x 5","K-7452","K-6053",5,5.5,
"FANTASY Fipronil 5 % SC Insecticide 1 ltr x 10","K-7453","K-6053",10,11,
"Nashak (Fipronil 40% + Imidacloprid 40%)  40gm x 5","K-7332","K-353",5,0.22,
"Nashak (Fipronil 40% + Imidacloprid 40%)  40gm x 10","K-7333","K-353",10,0.44,
"Attack CS ( Lambda-Cyhalothrin (4.9%)) 500 ml x 1","K-7403","K-7403",1,0.55,
"propoxur 1.0 % WP 25 kg x 1","K-7282","K-7282",1,27.5,
"Anti virus 500 ml x 2","K-7357","K-6426",2,1.1,
"Anti virus 500 ml x 4","K-7358","K-6426",4,2.2,
"Anti virus 500 ml x 10","K-7359","K-6426",10,5.5,
"FOXY ( Fipronil 4% + Thiomethoxam 4% SC) 250 ml x 1","K-7283","K-7283",1,0.275,
"ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 100 gm x 2","K-7356","K-6278",2,0.22,
"Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 50 ml x 1","K-7516","K-7516",1,0.055,
"Katyayani Dr. Neem Prime 5% w/w | Neem Oil Insecticide 100 ml x 1","K-7517","K-7517",1,0.11,
"Neem Powder 1 kg x 1","K-7365","K-7365",1,1.1,
"Neem Powder 5 kg x 1","K-7366","K-7366",1,5.5,
"Katyayani Malathox 5 | Malathion 5% DP Insecticide Dust Powder 1 kg x 1","K-7443","K-7443",1,1.1,
"Chloda (Chlorantraniliprole 9.3% + Lambda cyhalothrin 4.6% ZC) 25 ltr x 1","K-7318","K-7318",1,27.5,
"Chloda (Chlorantraniliprole 9.3% + Lambda cyhalothrin 4.6% ZC) 50ltr x 1","K-7323","K-7323",1,55,
"Ethiocyper 45  (Ethion 40% + Cypermethrin 5%) 1 ltr x 50","K-7511","K-6535",50,55,
"Ethiocyper 45  (Ethion 40% + Cypermethrin 5%) 1 ltr x 100","K-7512","K-6535",100,110,
"Ethiocyper 45  (Ethion 40% + Cypermethrin 5%) 1 ltr x 150","K-7513","K-6535",150,165,
"TwinGuard FS | Cyantraniliprole 19.8% + Thiamethoxam 19.8% w/w FS 32 ML x 1","K-7388","K-7388",1,0.0352,
"Difenshoot | Diafenthiuron 47.8% SC 250ml x 1","K-7390","K-7390",1,0.275,
"CARTAZEN | Cartap Hydrochloride 50% + Buprofenzin 10% WP 1 kg x 1","K-7391","K-7391",1,1.1,
"SOIL PRIME | Fluopyram 34.48 % w/w SC 100 ML x 1","K-7394","K-7394",1,0.11,
"SOIL PRIME | Fluopyram 34.48 % w/w SC 250ml x 1","K-7395","K-7395",1,0.275,
"SOIL PRIME | Fluopyram 34.48 % w/w SC 500ml x 1","K-7396","K-7396",1,0.55,
"SOIL PRIME | Fluopyram 34.48 % w/w SC 1 ltr x 1","K-7397","K-7397",1,1.1,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 250ml x 2","K-7419","K-7418",2,0.55,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 250ml x 1","K-7418","K-7418",1,0.275,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 500ml x 1","K-7420","K-7420",1,0.55,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 500ml x 4","K-7421","K-7420",4,2.2,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 500ml x 20","K-7422","K-7420",20,11,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 1 ltr x 1","K-7423","K-7423",1,1.1,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 1 ltr x 5","K-7424","K-7423",5,5.5,
"Stopamite (Propargite 42% + Hexythiazox 2% EC) 1 ltr x 10","K-7425","K-7423",10,11,
"Mix micronutrient 10 kg x 1","K-7329","K-7329",1,11,
"NPK 20 20 20 500 gm x 2","K-7456","K-1157",2,1.1,
"Humic+FULVIC 30 gm x 10","K-7527","K-7527",10,0.33,
"Humic+FULVIC 400gm x 2","K-7373","K-986",2,0.88,
"Catalyser - Silicon Super Spreader 50 ltr x 1","K-7454","K-7454",1,55,
"NPK 00 52 34 470 gm x 2","K-7455","K-117",2,1.034,
"Fe EDDHA (Iron Chelate) Micronutrient 60gm x 3","K-7372","K-869",3,0.198,
"Calcium Nitrate - bag 25 KG x 1","K-7379","K-7379",1,27.5,
"NPK 12 61 00 470 gm x 4","K-7457","K-5181",4,2.068,
