K-6511,KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1,Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1,displayName,,
K-6512,KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 20,Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 20,displayName,,
K-6513,KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 30,Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 30,displayName,,
K-6514,KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 50,Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 50,displayName,,
K-6517,AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1,Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1,displayName,,
K-6518,AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 3,Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 3,displayName,,
K-6519,AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 5,Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 5,displayName,,
K-6520,AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 10,Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 10,displayName,,
K-6521,AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 20,Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 20,displayName,,
K-6544,Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 1,Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 1,displayName,,
K-6545,Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 3,Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 3,displayName,,
K-6546,Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 5,Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 5,displayName,,
K-6547,Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 10,Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 10,displayName,,
K-6548,Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 20,Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 20,displayName,,
K-6549,Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 1,Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 1,displayName,,
K-6550,Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 3,Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 3,displayName,,
K-6551,Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 5,Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 5,displayName,,
K-6552,Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 10,Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 10,displayName,,
K-6553,Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 20,Katyayani Azochlo ( star ) Azoxystrobin 4.8% w/w + Chlorothalonil 40% w/w SC 1 ltr x 20,displayName,,
K-6607,Pencycuron 22.9% Sc 5 ltr x 1,Katyayani Pencycuron 22.9% Sc 5 ltr x 1,displayName,,
K-6666,Validamycin 3% L 1 ltr x 1,Katyayani Validamycin 3% L 1 ltr x 1,displayName,,
K-6667,Validamycin 3% L 500 ml x 1,Katyayani Validamycin 3% L 500 ml x 1,displayName,,
K-7537,Validamycin 3% L 5 Ltr x 1,Validamycin 3% L,5 Liter,5 Ltr x 1,"displayName,category,sub_category"
K-6858,Carbendazim 50% wp 100 gm x 1,Katyayani Carbendazim 50% wp 100 gm x 1,displayName,,
K-6943,Tricyclazole 75% WP 120 gm x 1,Katyayani Tricyclazole 75% WP 120gm x 1,"displayName,variant_name",,
K-6972,Kasugamycin 5% + Copper Oxychloride 45% WP 100 gm x 1,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 100gm x 1,"displayName,variant_name",,
K-6973,Kasugamycin 5% + Copper Oxychloride 45% WP 100 gm x 3,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 100 gm x 3,displayName,,
K-6974,Kasugamycin 5% + Copper Oxychloride 45% WP 100 gm x 1,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 100gm x 1,"displayName,variant_name",,
K-6975,Kasugamycin 5% + Copper Oxychloride 45% WP 250 gm x 1,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 250gm x 1,"displayName,variant_name",,
K-6976,Kasugamycin 5% + Copper Oxychloride 45% WP 250 gm x 2,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 250gm x 2,"displayName,variant_name",,
K-6977,Kasugamycin 5% + Copper Oxychloride 45% WP 250 gm x 3,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 250gm x 3,"displayName,variant_name",,
K-6978,Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 1,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 1,displayName,,
K-6979,Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 2,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 2,displayName,,
K-6980,Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 5,Katyayani Kasugamycin 5% + Copper Oxychloride 45% WP 1 kg x 5,displayName,,
K-7042,Tebuconazole 50% + Trifloxystrobin 25% WG 1 kg x 1,Katyayani Plantivo  Tebuconazole 50% + Trifloxystrobin 25% WG 1 kg x 1,displayName,,
K-7078,Trichoderma harzinum Technical 100 ml x 1,Trichoderma harzinum Technical 100 ML x 1,"displayName,variant_name",,
K-5076,KATYAYANI FANTASTIC 200 kg x 1,Katyayani FANTASTIC 200 kg x 1,displayName,,
K-6357,Methidathion 40% EC 1 ltr x 1,Katyayani Methidathion 40% EC 1 ltr x 1,displayName,,
K-5896,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 500 ml x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 500 ml x 1,displayName,,
K-6393,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 100 ml x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 100 ml x 1,displayName,,
K-167,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 1,displayName,,
K-168,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 2,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 2,displayName,,
K-169,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 4,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 4,displayName,,
K-170,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 10,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 10,displayName,,
K-171,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 20,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 20,displayName,,
K-172,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 50,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 50,displayName,,
K-10513,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 100,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 1 Ltr x 100,displayName,,
K-5751,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 250ml x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 250ml x 1,displayName,,
K-6082,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 10Ltr x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 10Ltr x 1,displayName,,
K-6086,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 5ltr x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 5ltr x 1,displayName,,
K-6221,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 50 ltr x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 50 ltr x 1,displayName,,
K-6316,Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 25 ltr x 1,Katyayani Propcyp - Profenofos 40 % + Cypermethrin 4 % ec 25 ltr x 1,displayName,,
K-6383,Imd-70 - Imidacloprid 70 % WG 2 gm x 1,Katyayani Imd-70 - Imidacloprid 70 % WG 2 gm x 1,displayName,,
K-176,Imd-70 - Imidacloprid 70 % WG 30gm x 1,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 1,displayName,,
K-177,Imd-70 - Imidacloprid 70 % WG 30gm x 3,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 3,displayName,,
K-178,Imd-70 - Imidacloprid 70 % WG 30gm x 12,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 12,displayName,,
K-179,Imd-70 - Imidacloprid 70 % WG 30gm x 14,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 14,displayName,,
K-180,Imd-70 - Imidacloprid 70 % WG 30gm x 28,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 28,displayName,,
K-1064,Imd-70 - Imidacloprid 70 % WG 30 gm x 2,Katyayani Imd-70 - Imidacloprid 70 % WG 30 gm x 2,displayName,,
K-1065,Imd-70 - Imidacloprid 70 % WG 30gm x 6,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 6,displayName,,
K-1066,Imd-70 - Imidacloprid 70 % WG 30 gm x 24,Katyayani Imd-70 - Imidacloprid 70 % WG 30 gm x 24,displayName,,
K-1067,Imd-70 - Imidacloprid 70 % WG 30 gm x 48,Katyayani Imd-70 - Imidacloprid 70 % WG 30 gm x 48,displayName,,
K-1125,Imd-70 - Imidacloprid 70 % WG 30gm x 30,Katyayani Imd-70 - Imidacloprid 70 % WG 30gm x 30,displayName,,
K-5201,Imd-70 - Imidacloprid 70 % WG 5kg x 1,Katyayani Imd-70 - Imidacloprid 70 % WG 5kg x 1,displayName,,
K-6010,Imd-70 - Imidacloprid 70 % WG 500gm x 1,Katyayani Imd-70 - Imidacloprid 70 % WG 500gm x 1,displayName,,
K-6016,Imd-70 - Imidacloprid 70 % WG 150gm x 1,Katyayani Imd-70 - Imidacloprid 70 % WG 150gm x 1,displayName,,
K-6022,Imd-70 - Imidacloprid 70 % WG 1kg x 1,Katyayani Imd-70 - Imidacloprid 70 % WG 1kg x 1,displayName,,
K-1124,Imd-70 - Imidacloprid 70 % WG 30 gm x 5,Katyayani Imd-70 - Imidacloprid 70 % WG 30 gm x 5,displayName,,
K-181,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 1,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 1,displayName,,
K-182,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 3,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 3,displayName,,
K-183,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 5,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 5,displayName,,
K-7406,imida 30.5 - Imidacloprid 30.5 % SC 500ml x 1,imida 30.5 - Imidacloprid 30.5 % SC,500ml x 1,displayName,
K-184,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 1,displayName,,
K-185,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 3,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 3,displayName,,
K-5025,imida 30.5 - Imidacloprid 30.5 % SC 5ltr x 1,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 5ltr x 1,displayName,,
K-1069,imida 30.5 - Imidacloprid 30.5 % SC 400ml x 1,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 400ml x 1,displayName,,
K-1070,imida 30.5 - Imidacloprid 30.5 % SC 100ml x 8,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 100ml x 8,displayName,,
K-186,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 5,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 5,displayName,,
K-187,imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 10,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 1 Ltr x 10,displayName,,
K-1068,imida 30.5 - Imidacloprid 30.5 % SC 200ml x 1,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 200ml x 1,displayName,,
K-6061,imida 30.5 - Imidacloprid 30.5 % SC 20ltr x 1,Katyayani imida 30.5 - Imidacloprid 30.5 % SC 20ltr x 1,displayName,,
K-6382,K-Acepro ( Acetamiprid 20% sp ) 20 gm x 1,Katyayani K-Acepro 20 gm x 1,displayName,,
K-1402,K-Acepro ( Acetamiprid 20% sp ) 100gm x 1,Katyayani K-Acepro 100gm x 1,displayName,,
K-188,K-Acepro ( Acetamiprid 20% sp ) 250gm x 1,Katyayani K-Acepro 250gm x 1,displayName,,
K-5236,K-Acepro ( Acetamiprid 20% sp ) 500gm x 1,Katyayani K-Acepro 500gm x 1,displayName,,
K-189,K-Acepro ( Acetamiprid 20% sp ) 250gm x 3,Katyayani K-Acepro 250gm x 3,displayName,,
K-190,K-Acepro ( Acetamiprid 20% sp ) 250gm x 7,Katyayani K-Acepro 250gm x 7,displayName,,
K-191,K-Acepro ( Acetamiprid 20% sp ) 250gm x 4,Katyayani K-Acepro 250gm x 4,displayName,,
K-192,K-Acepro ( Acetamiprid 20% sp ) 250gm x 10,Katyayani K-Acepro 250gm x 10,displayName,,
K-193,K-Acepro ( Acetamiprid 20% sp ) 250gm x 20,Katyayani K-Acepro 250gm x 20,displayName,,
K-6336,K-Acepro ( Acetamiprid 20% sp ) 1 kg x 1,Katyayani K-Acepro 1 kg x 1,displayName,,
K-194,K-Acepro ( Acetamiprid 20% sp ) 5 Kg x 4,Katyayani K-Acepro 5 Kg x 4,displayName,,
K-214,Deltamethrin 1.25 ULV 1 ltr x 1,Katyayani Deltamethrin 1.25 ULV 1 ltr x 1,displayName,,
K-5675,Deltamethrin 1.25 ULV 1Ltr x 3,Katyayani Deltamethrin 1.25 ULV 1Ltr x 3,displayName,,
K-215,Deltamethrin 1.25 ULV 1000ml x 5,Katyayani Deltamethrin 1.25 ULV 1000ml x 5,displayName,,
K-6413,Deltamethrin 1.25 ULV 5000ml x 1,Katyayani Deltamethrin 1.25 ULV 5000ml x 1,displayName,,
K-216,Deltamethrin 1.25 ULV 1000ml x 10,Katyayani Deltamethrin 1.25 ULV 1000ml x 10,displayName,,
K-6738,Deltamethrin 1.25 ULV 25 ltr x 1,Katyayani Deltamethrin 1.25 ULV 25 ltr x 1,displayName,,
K-6069,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 100ml x 1,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 100ml x 1,displayName,,
K-5856,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 500ml x 1,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 500ml x 1,displayName,,
K-261,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 1,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 1,displayName,,
K-262,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 2,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 2,displayName,,
K-6325,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 ltr x 4,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 ltr x 4,displayName,,
K-263,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 5,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 5,displayName,,
K-264,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 10,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 10,displayName,,
K-265,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 50,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 1 Ltr x 50,displayName,,
K-5686,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 25ltr x 1,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 25ltr x 1,displayName,,
K-7045,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 50 ltr x 1,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 50 ltr x 1,displayName,,
K-6272,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250 ml x 1,Katyayani chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 250 ml x 1,displayName,,
K-7234,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505 5 Ltr x 1,chlorpyriphos 50%+ cypermethrin 5% ec Docter 505  5 Liter         (5 Ltr x 1),displayName,,
K-6363,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 50 ml x 1,Katyayani Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 50 ml x 1,displayName,,
K-6364,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 250 ml x 1,Katyayani Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 250 ml x 1,displayName,,
K-6365,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 500 ml x 1,Katyayani Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 500 ml x 1,displayName,,
K-6366,Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 1 ltr x 1,Katyayani Virat 505 (chlorpyriphos 50%+ cypermethrin 5% ec) 1 ltr x 1,displayName,,
K-273,chloropyriphos 20%cs 1 Ltr x 1,Katyayani chloropyriphos 20%cs 1 Ltr x 1,displayName,,
K-274,chloropyriphos 20%cs 1 Ltr x 2,Katyayani chloropyriphos 20%cs 1 Ltr x 2,displayName,,
K-275,chloropyriphos 20%cs 1 Ltr x 5,Katyayani chloropyriphos 20%cs 1 Ltr x 5,displayName,,
K-276,chloropyriphos 20%cs 1 Ltr x 10,Katyayani chloropyriphos 20%cs 1 Ltr x 10,displayName,,
K-277,chloropyriphos 20%cs 1 Ltr x 50,Katyayani chloropyriphos 20%cs 1 Ltr x 50,displayName,,
K-1271,chloropyriphos 20%cs 1 Ltr x 20,Katyayani chloropyriphos 20%cs 1 Ltr x 20,displayName,,
K-6771,chloropyriphos 20%cs 25 Ltr x 1,Katyayani chloropyriphos 20%cs 25 Ltr x 1,displayName,,
K-278,chloropyriphos 20%cs 5 Ltr  x 20,Katyayani chloropyriphos 20%cs 5 Ltr  x 20,displayName,,
K-5905,chloropyriphos 20%cs 20ltr x 1,Katyayani chloropyriphos 20%cs 20ltr x 1,displayName,,
K-7508,chloropyriphos 20%cs 100ml x 1,chloropyriphos 20%cs,100ml x 1,displayName,
K-5911,chloropyriphos 20%cs 500ml x 1,Katyayani chloropyriphos 20%cs 500ml x 1,displayName,,
K-5876,chloropyriphos 20%cs 250ml x 1,Katyayani chloropyriphos 20%cs 250ml x 1,displayName,,
K-6378,emamectin benzote 1.9% EC - Ema 19 20 ml x 1,Katyayani emamectin benzote 1.9% EC - Ema 19 20 ml x 1,displayName,,
K-279,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1,Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 1,displayName,,
K-280,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 2,Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 2,displayName,,
K-281,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 5,Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 5,displayName,,
K-7536,emamectin benzote 1.9% EC - Ema 19 5 Ltr x 1,emamectin benzote 1.9% EC - Ema 19,5 Ltr x 1,"displayName,grossWeight,netWeight",
K-282,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 10,Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 10,displayName,,
K-283,emamectin benzote 1.9% EC - Ema 19 1 Ltr x 50,Katyayani emamectin benzote 1.9% EC - Ema 19 1 Ltr x 50,displayName,,
K-5279,emamectin benzote 1.9% EC - Ema 19 100ml x 1,Katyayani emamectin benzote 1.9% EC - Ema 19 100ml x 1,displayName,,
K-5280,emamectin benzote 1.9% EC - Ema 19 250ML X 1,Katyayani emamectin benzote 1.9% EC - Ema 19 250ML X 1,displayName,,
K-7307,emamectin benzote 1.9% EC - Ema 19 500ML X 1,emamectin benzote 1.9% EC - Ema 19,500ML X 1,displayName,
K-284,Temephos 50 EC 1 Ltr x 1,Katyayani Temephos 50 EC 1 Ltr x 1,displayName,,
K-285,Temephos 50 EC 1 Ltr x 2,Katyayani Temephos 50 EC 1 Ltr x 2,displayName,,
K-286,Temephos 50 EC 1 Ltr x 5,Katyayani Temephos 50 EC 1 Ltr x 5,displayName,,
K-287,Temephos 50 EC 1 Ltr x 10,Katyayani Temephos 50 EC 1 Ltr x 10,displayName,,
K-288,Temephos 50 EC 1 Ltr x 50,Katyayani Temephos 50 EC 1 Ltr x 50,displayName,,
K-5853,Temephos 50 EC 20ltr x 1,Katyayani Temephos 50 EC 20ltr x 1,displayName,,
K-289,Temephos 50 EC 1 Ltr x 100,Katyayani Temephos 50 EC 1 Ltr x 100,displayName,,
K-5973,Temephos 50 EC 5Ltr x 1,Katyayani Temephos 50 EC 5Ltr x 1,displayName,,
K-6314,Temephos 50 EC 25 ltr x 1,Katyayani Temephos 50 EC 25 ltr x 1,displayName,,
K-7300,DIMETHOATE 30% EC 250 ml x 1,DIMETHOATE 30% EC ,250 ml x 1,displayName,
K-7528,DIMETHOATE 30% EC 100 ml x 1,DIMETHOATE 30% EC - 100 ml x 1,displayName,,
K-5940,DIMETHOATE 30% EC 500ml x 1,Katyayani DIMETHOATE 30% EC 500ml x 1,displayName,,
K-290,DIMETHOATE 30% EC 1 Ltr x 1,Katyayani DIMETHOATE 30% EC 1 Ltr x 1,displayName,,
K-291,DIMETHOATE 30% EC 1 Ltr x 2,Katyayani DIMETHOATE 30% EC 1 Ltr x 2,displayName,,
K-292,DIMETHOATE 30% EC 1 Ltr x 5,Katyayani DIMETHOATE 30% EC 1 Ltr x 5,displayName,,
K-293,DIMETHOATE 30% EC 1 Ltr x 10,Katyayani DIMETHOATE 30% EC 1 Ltr x 10,displayName,,
K-294,DIMETHOATE 30% EC 1 Ltr x 50,Katyayani DIMETHOATE 30% EC 1 Ltr x 50,displayName,,
K-6770,DIMETHOATE 30% EC 25 Ltr x 1,Katyayani DIMETHOATE 30% EC 25 Ltr x 1,displayName,,
K-295,FENZAQUIN 10% EC 100ml x 1,Katyayani FENZAQUIN 10% EC 100ml x 1,displayName,,
K-297,Fluopyrum 34.48% SC 100ml x 1,Katyayani Fluopyrum 34.48% SC 100ml x 1,displayName,,
K-6787,Fluopyrum 34.48% SC 1 ltr x 1,Katyayani Soil Prime Fluopyrum 34.48% SC 1 ltr x 1,displayName,,
K-298,Flonicamid 50 WG - Umega 150gm x 1,Katyayani Flonicamid 50 WG - Umega 150gm x 1,displayName,,
K-5934,Flonicamid 50 WG - Umega 500gm x 1,Katyayani Flonicamid 50 WG - Umega 500gm x 1,displayName,,
K-6370,MALATHION 50% EC 500 ml x 1,Katyayani MALATHION 50% EC 500 ml x 1,displayName,,
K-7314,MALATHION 50% EC 100 ml x 1,MALATHION 50% EC,100 ml x 1,displayName,
K-6935,MALATHION 50% EC 250 ml x 1,Katyayani MALATHION 50% EC 250 ml x 1,displayName,,
K-7023,MALATHION 50% EC 250 ml x 2,Katyayani MALATHION 50% EC 250 ml x 2,displayName,,
K-7024,MALATHION 50% EC 250 ml x 3,Katyayani MALATHION 50% EC 250 ml x 3,displayName,,
K-7025,MALATHION 50% EC 250 ml x 4,Katyayani MALATHION 50% EC 250 ml x 4,displayName,,
K-7026,MALATHION 50% EC 500 ml  x 2,Katyayani MALATHION 50% EC 500 ml x 2,displayName,,
K-7027,MALATHION 50% EC 500 ml  x 4,Katyayani MALATHION 50% EC 500 ml x 4,displayName,,
K-299,MALATHION 50% EC 1 Ltr x 1,Katyayani MALATHION 50% EC 1 Ltr x 1,displayName,,
K-300,MALATHION 50% EC 1 Ltr x 2,Katyayani MALATHION 50% EC 1 Ltr x 2,displayName,,
K-301,MALATHION 50% EC 1 Ltr x 5,Katyayani MALATHION 50% EC 1 Ltr x 5,displayName,,
K-302,MALATHION 50% EC 1 Ltr x 10,Katyayani MALATHION 50% EC 1 Ltr x 10,displayName,,
K-303,MALATHION 50% EC 1 Ltr x 50,Katyayani MALATHION 50% EC 1 Ltr x 50,displayName,,
K-5250,MALATHION 50% EC 5 Ltr x 1,Katyayani MALATHION 50% EC 5 Ltr x 1,displayName,,
K-1101,MALATHION 50% EC 1 Ltr x 20,Katyayani MALATHION 50% EC 1 Ltr x 20,displayName,,
K-7020,MALATHION 80% EC 50 Ltr x 1,Katyayani MALATHION 80% EC 50 Ltr x 1,displayName,,
K-7021,MALATHION 60% +Dimethoate 30 % ec 50 Ltr x 1,Katyayani MALATHION 60% +Dimethoate 30 % ec 50 Ltr x 1,displayName,,
K-7232,MALATHION 60% +Dimethoate 30 % ec 5 Ltr x 1,MALATHION 60% +Dimethoate 30 % ec  5 L   (5 Ltr x 1),displayName,,
K-6088,Malathion 96% ULV 250gm x 1,Katyayani Malathion 96% ULV 250gm x 1,displayName,,
K-6919,Thiamethoxam 30% FS - Docter 50ml x 1,Katyayani Thiamethoxam 30% FS - Docter 50ml x 1,displayName,,
K-7310,Thiamethoxam 30% FS - Docter 100ml x 1,Thiamethoxam 30% FS - Docter,100ml x 1,displayName,
K-7566,,,sku,,
K-7567,,,sku,,
K-304,Thiamethoxam 30% FS - Docter 250ml x 1,Katyayani Thiamethoxam 30% FS - Docter 250ml x 1,displayName,,
K-305,Thiamethoxam 30% FS - Docter 250ml x 3,Katyayani Thiamethoxam 30% FS - Docter 250ml x 3,displayName,,
K-6244,Thiamethoxam 30% FS - Docter 500ml x 1,Katyayani Thiamethoxam 30% FS - Docter 500ml x 1,displayName,,
K-306,Thiamethoxam 30% FS - Docter 1 Ltr x 1,Katyayani Thiamethoxam 30% FS - Docter 1 Ltr x 1,displayName,,
K-307,Thiamethoxam 30% FS - Docter 1 Ltr x 5,Katyayani Thiamethoxam 30% FS - Docter 1 Ltr x 5,displayName,,
